zone_pickup	zone_dropoff	hour	conditions	trip_delay
Stuy Town/Peter Cooper Village	JFK Airport	5	Overcast	0.4444444444444444
Stuy Town/Peter Cooper Village	JFK Airport	5	Partially cloudy	0.4864864864864865
Stuy Town/Peter Cooper Village	JFK Airport	5	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	JFK Airport	5	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	5	Snow, Overcast	0.0
Stuy Town/Peter Cooper Village	JFK Airport	6	Clear	0.5
Stuy Town/Peter Cooper Village	JFK Airport	6	Overcast	0.48
Stuy Town/Peter Cooper Village	JFK Airport	6	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	6	Rain, Overcast	0.42857142857142855
Stuy Town/Peter Cooper Village	JFK Airport	6	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	6	Snow, Overcast	0.0
Stuy Town/Peter Cooper Village	JFK Airport	7	Clear	0.4878048780487805
Stuy Town/Peter Cooper Village	JFK Airport	7	Overcast	0.4444444444444444
Stuy Town/Peter Cooper Village	JFK Airport	7	Partially cloudy	0.4838709677419355
Stuy Town/Peter Cooper Village	JFK Airport	7	Rain, Overcast	0.42857142857142855
Stuy Town/Peter Cooper Village	JFK Airport	7	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	7	Snow, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	8	Clear	0.4838709677419355
Stuy Town/Peter Cooper Village	JFK Airport	8	Overcast	0.5
Stuy Town/Peter Cooper Village	JFK Airport	8	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	8	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	JFK Airport	8	Rain, Partially cloudy	0.3333333333333333
Stuy Town/Peter Cooper Village	JFK Airport	9	Clear	0.4782608695652174
Stuy Town/Peter Cooper Village	JFK Airport	9	Overcast	0.5
Stuy Town/Peter Cooper Village	JFK Airport	9	Partially cloudy	0.47368421052631576
Stuy Town/Peter Cooper Village	JFK Airport	9	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	JFK Airport	9	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	10	Clear	0.5
Stuy Town/Peter Cooper Village	JFK Airport	10	Overcast	0.4
Stuy Town/Peter Cooper Village	JFK Airport	10	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	10	Rain, Overcast	0.3333333333333333
Stuy Town/Peter Cooper Village	JFK Airport	10	Rain, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	JFK Airport	11	Clear	0.5
Stuy Town/Peter Cooper Village	JFK Airport	11	Overcast	0.42857142857142855
Stuy Town/Peter Cooper Village	JFK Airport	11	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	11	Rain, Overcast	0.0
Stuy Town/Peter Cooper Village	JFK Airport	11	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	12	Clear	0.5
Stuy Town/Peter Cooper Village	JFK Airport	12	Overcast	0.45454545454545453
Stuy Town/Peter Cooper Village	JFK Airport	12	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	12	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	JFK Airport	12	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	12	Snow, Overcast	0.0
Stuy Town/Peter Cooper Village	JFK Airport	13	Clear	0.5
Stuy Town/Peter Cooper Village	JFK Airport	13	Overcast	0.42857142857142855
Stuy Town/Peter Cooper Village	JFK Airport	13	Partially cloudy	0.4918032786885246
Stuy Town/Peter Cooper Village	JFK Airport	13	Rain, Overcast	0.4
Stuy Town/Peter Cooper Village	JFK Airport	13	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	13	Snow, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	JFK Airport	14	Clear	0.5
Stuy Town/Peter Cooper Village	JFK Airport	14	Overcast	0.5
Stuy Town/Peter Cooper Village	JFK Airport	14	Partially cloudy	0.49333333333333335
Stuy Town/Peter Cooper Village	JFK Airport	14	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	JFK Airport	14	Rain, Partially cloudy	0.3333333333333333
Stuy Town/Peter Cooper Village	JFK Airport	15	Clear	0.47058823529411764
Stuy Town/Peter Cooper Village	JFK Airport	15	Overcast	0.46153846153846156
Stuy Town/Peter Cooper Village	JFK Airport	15	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	15	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	JFK Airport	15	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	15	Snow, Overcast	0.0
Stuy Town/Peter Cooper Village	JFK Airport	16	Clear	0.47058823529411764
Stuy Town/Peter Cooper Village	JFK Airport	16	Overcast	0.45454545454545453
Stuy Town/Peter Cooper Village	JFK Airport	16	Partially cloudy	0.4918032786885246
Stuy Town/Peter Cooper Village	JFK Airport	16	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	JFK Airport	16	Rain, Partially cloudy	0.4
Stuy Town/Peter Cooper Village	JFK Airport	17	Clear	0.47368421052631576
Stuy Town/Peter Cooper Village	JFK Airport	17	Overcast	0.4
Stuy Town/Peter Cooper Village	JFK Airport	17	Partially cloudy	0.4878048780487805
Stuy Town/Peter Cooper Village	JFK Airport	17	Rain	0.0
Stuy Town/Peter Cooper Village	JFK Airport	17	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	JFK Airport	17	Rain, Partially cloudy	0.4
Stuy Town/Peter Cooper Village	JFK Airport	17	Snow, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	JFK Airport	18	Clear	0.4827586206896552
Stuy Town/Peter Cooper Village	JFK Airport	18	Overcast	0.42857142857142855
Stuy Town/Peter Cooper Village	JFK Airport	18	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	18	Rain, Overcast	0.42857142857142855
Stuy Town/Peter Cooper Village	JFK Airport	18	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	18	Snow, Overcast	0.0
Stuy Town/Peter Cooper Village	JFK Airport	18	Snow, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	JFK Airport	19	Clear	0.4666666666666667
Stuy Town/Peter Cooper Village	JFK Airport	19	Overcast	0.4444444444444444
Stuy Town/Peter Cooper Village	JFK Airport	19	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	19	Rain, Overcast	0.4
Stuy Town/Peter Cooper Village	JFK Airport	19	Rain, Partially cloudy	0.4
Stuy Town/Peter Cooper Village	JFK Airport	19	Snow, Overcast	0.0
Stuy Town/Peter Cooper Village	JFK Airport	20	Clear	0.4666666666666667
Stuy Town/Peter Cooper Village	JFK Airport	20	Overcast	0.5
Stuy Town/Peter Cooper Village	JFK Airport	20	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	20	Rain, Overcast	0.0
Stuy Town/Peter Cooper Village	JFK Airport	20	Rain, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	JFK Airport	21	Clear	0.5
Stuy Town/Peter Cooper Village	JFK Airport	21	Overcast	0.0
Stuy Town/Peter Cooper Village	JFK Airport	21	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	21	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	JFK Airport	22	Clear	0.3333333333333333
Stuy Town/Peter Cooper Village	JFK Airport	22	Partially cloudy	0.4
Stuy Town/Peter Cooper Village	JFK Airport	23	Clear	0.0
Stuy Town/Peter Cooper Village	JFK Airport	23	Overcast	0.5
Stuy Town/Peter Cooper Village	JFK Airport	23	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	2	Clear	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	3	Clear	0.4
Stuy Town/Peter Cooper Village	LaGuardia Airport	3	Overcast	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	3	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	4	Clear	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	4	Overcast	0.4666666666666667
Stuy Town/Peter Cooper Village	LaGuardia Airport	4	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	4	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	4	Rain, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	5	Clear	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	5	Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	5	Partially cloudy	0.47619047619047616
Stuy Town/Peter Cooper Village	LaGuardia Airport	5	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	5	Rain, Partially cloudy	0.4
Stuy Town/Peter Cooper Village	LaGuardia Airport	5	Snow, Overcast	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	5	Snow, Partially cloudy	0.4
Stuy Town/Peter Cooper Village	LaGuardia Airport	6	Clear	0.4954954954954955
Stuy Town/Peter Cooper Village	LaGuardia Airport	6	Overcast	0.4878048780487805
Stuy Town/Peter Cooper Village	LaGuardia Airport	6	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	6	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	6	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	6	Snow, Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	7	Clear	0.4936708860759494
Stuy Town/Peter Cooper Village	LaGuardia Airport	7	Overcast	0.4117647058823529
Stuy Town/Peter Cooper Village	LaGuardia Airport	7	Partially cloudy	0.49206349206349204
Stuy Town/Peter Cooper Village	LaGuardia Airport	7	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	7	Rain, Partially cloudy	0.45454545454545453
Stuy Town/Peter Cooper Village	LaGuardia Airport	8	Clear	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	8	Overcast	0.46153846153846156
Stuy Town/Peter Cooper Village	LaGuardia Airport	8	Partially cloudy	0.4915254237288136
Stuy Town/Peter Cooper Village	LaGuardia Airport	8	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	8	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	8	Snow, Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	8	Snow, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	9	Clear	0.48717948717948717
Stuy Town/Peter Cooper Village	LaGuardia Airport	9	Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	9	Partially cloudy	0.48717948717948717
Stuy Town/Peter Cooper Village	LaGuardia Airport	9	Rain, Overcast	0.4
Stuy Town/Peter Cooper Village	LaGuardia Airport	9	Rain, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	9	Snow, Overcast	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	9	Snow, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	10	Clear	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	10	Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	10	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	10	Rain, Overcast	0.3333333333333333
Stuy Town/Peter Cooper Village	LaGuardia Airport	10	Rain, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	11	Clear	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	11	Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	11	Partially cloudy	0.4888888888888889
Stuy Town/Peter Cooper Village	LaGuardia Airport	11	Rain, Overcast	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	11	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	12	Clear	0.48
Stuy Town/Peter Cooper Village	LaGuardia Airport	12	Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	12	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	12	Rain, Overcast	0.3333333333333333
Stuy Town/Peter Cooper Village	LaGuardia Airport	12	Rain, Partially cloudy	0.4
Stuy Town/Peter Cooper Village	LaGuardia Airport	13	Clear	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	13	Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	13	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	13	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	13	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	14	Clear	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	14	Overcast	0.42857142857142855
Stuy Town/Peter Cooper Village	LaGuardia Airport	14	Partially cloudy	0.49019607843137253
Stuy Town/Peter Cooper Village	LaGuardia Airport	14	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	14	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	15	Clear	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	15	Overcast	0.4
Stuy Town/Peter Cooper Village	LaGuardia Airport	15	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	15	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	15	Rain, Partially cloudy	0.3333333333333333
Stuy Town/Peter Cooper Village	LaGuardia Airport	15	Snow, Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	16	Clear	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	16	Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	16	Partially cloudy	0.48
Stuy Town/Peter Cooper Village	LaGuardia Airport	16	Rain, Overcast	0.3333333333333333
Stuy Town/Peter Cooper Village	LaGuardia Airport	16	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	17	Clear	0.45454545454545453
Stuy Town/Peter Cooper Village	LaGuardia Airport	17	Overcast	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	17	Partially cloudy	0.47368421052631576
Stuy Town/Peter Cooper Village	LaGuardia Airport	17	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	18	Clear	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	18	Overcast	0.3333333333333333
Stuy Town/Peter Cooper Village	LaGuardia Airport	18	Partially cloudy	0.46153846153846156
Stuy Town/Peter Cooper Village	LaGuardia Airport	18	Rain, Overcast	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	18	Rain, Partially cloudy	0.42857142857142855
Stuy Town/Peter Cooper Village	LaGuardia Airport	18	Snow, Overcast	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	19	Clear	0.4
Stuy Town/Peter Cooper Village	LaGuardia Airport	19	Overcast	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	19	Partially cloudy	0.4
Stuy Town/Peter Cooper Village	LaGuardia Airport	19	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	19	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	20	Clear	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	20	Overcast	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	20	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	LaGuardia Airport	21	Rain, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	22	Partially cloudy	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	22	Rain, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	23	Partially cloudy	0.0
Stuy Town/Peter Cooper Village	LaGuardia Airport	23	Rain, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	Newark Airport	1	Partially cloudy	0.0
Stuy Town/Peter Cooper Village	Newark Airport	3	Clear	0.5
Stuy Town/Peter Cooper Village	Newark Airport	3	Overcast	0.0
Stuy Town/Peter Cooper Village	Newark Airport	3	Partially cloudy	0.0
Stuy Town/Peter Cooper Village	Newark Airport	4	Clear	0.3333333333333333
Stuy Town/Peter Cooper Village	Newark Airport	4	Overcast	0.0
Stuy Town/Peter Cooper Village	Newark Airport	4	Partially cloudy	0.0
Stuy Town/Peter Cooper Village	Newark Airport	4	Rain, Overcast	0.5
Stuy Town/Peter Cooper Village	Newark Airport	5	Clear	0.5
Stuy Town/Peter Cooper Village	Newark Airport	5	Overcast	0.5
Stuy Town/Peter Cooper Village	Newark Airport	5	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	Newark Airport	5	Rain, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	Newark Airport	6	Clear	0.42857142857142855
Stuy Town/Peter Cooper Village	Newark Airport	6	Overcast	0.5
Stuy Town/Peter Cooper Village	Newark Airport	6	Partially cloudy	0.4444444444444444
Stuy Town/Peter Cooper Village	Newark Airport	6	Snow, Overcast	0.0
Stuy Town/Peter Cooper Village	Newark Airport	7	Clear	0.4
Stuy Town/Peter Cooper Village	Newark Airport	7	Overcast	0.3333333333333333
Stuy Town/Peter Cooper Village	Newark Airport	7	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	Newark Airport	8	Clear	0.5
Stuy Town/Peter Cooper Village	Newark Airport	8	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	Newark Airport	9	Clear	0.3333333333333333
Stuy Town/Peter Cooper Village	Newark Airport	9	Overcast	0.0
Stuy Town/Peter Cooper Village	Newark Airport	9	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	Newark Airport	10	Clear	0.5
Stuy Town/Peter Cooper Village	Newark Airport	10	Partially cloudy	0.3333333333333333
Stuy Town/Peter Cooper Village	Newark Airport	11	Clear	0.5
Stuy Town/Peter Cooper Village	Newark Airport	11	Overcast	0.0
Stuy Town/Peter Cooper Village	Newark Airport	11	Partially cloudy	0.42857142857142855
Stuy Town/Peter Cooper Village	Newark Airport	12	Clear	0.5
Stuy Town/Peter Cooper Village	Newark Airport	12	Overcast	0.5
Stuy Town/Peter Cooper Village	Newark Airport	12	Partially cloudy	0.42857142857142855
Stuy Town/Peter Cooper Village	Newark Airport	12	Rain, Overcast	0.0
Stuy Town/Peter Cooper Village	Newark Airport	12	Rain, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	Newark Airport	13	Clear	0.4
Stuy Town/Peter Cooper Village	Newark Airport	13	Overcast	0.0
Stuy Town/Peter Cooper Village	Newark Airport	13	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	Newark Airport	13	Rain, Overcast	0.0
Stuy Town/Peter Cooper Village	Newark Airport	13	Rain, Partially cloudy	0.5
Stuy Town/Peter Cooper Village	Newark Airport	14	Clear	0.5
Stuy Town/Peter Cooper Village	Newark Airport	14	Overcast	0.0
Stuy Town/Peter Cooper Village	Newark Airport	14	Partially cloudy	0.4
Stuy Town/Peter Cooper Village	Newark Airport	15	Clear	0.5
Stuy Town/Peter Cooper Village	Newark Airport	15	Overcast	0.3333333333333333
Stuy Town/Peter Cooper Village	Newark Airport	15	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	Newark Airport	16	Clear	0.4
Stuy Town/Peter Cooper Village	Newark Airport	16	Overcast	0.0
Stuy Town/Peter Cooper Village	Newark Airport	16	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	Newark Airport	17	Clear	0.5
Stuy Town/Peter Cooper Village	Newark Airport	17	Overcast	0.0
Stuy Town/Peter Cooper Village	Newark Airport	17	Partially cloudy	0.4
Stuy Town/Peter Cooper Village	Newark Airport	18	Clear	0.5
Stuy Town/Peter Cooper Village	Newark Airport	18	Overcast	0.0
Stuy Town/Peter Cooper Village	Newark Airport	18	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	Newark Airport	18	Rain, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	Newark Airport	18	Snow, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	Newark Airport	19	Clear	0.0
Stuy Town/Peter Cooper Village	Newark Airport	19	Partially cloudy	0.3333333333333333
Stuy Town/Peter Cooper Village	Newark Airport	19	Rain, Overcast	0.0
Stuy Town/Peter Cooper Village	Newark Airport	19	Rain, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	Newark Airport	20	Clear	0.5
Stuy Town/Peter Cooper Village	Newark Airport	20	Partially cloudy	0.5
Stuy Town/Peter Cooper Village	Newark Airport	20	Rain, Partially cloudy	0.0
Stuy Town/Peter Cooper Village	Newark Airport	21	Rain, Partially cloudy	0.0
Stuyvesant Heights	JFK Airport	3	Overcast	0.0
Stuyvesant Heights	JFK Airport	3	Partially cloudy	0.0
Stuyvesant Heights	JFK Airport	4	Clear	0.5
Stuyvesant Heights	JFK Airport	4	Overcast	0.0
Stuyvesant Heights	JFK Airport	4	Partially cloudy	0.5
Stuyvesant Heights	JFK Airport	4	Rain, Overcast	0.0
Stuyvesant Heights	JFK Airport	5	Clear	0.0
Stuyvesant Heights	JFK Airport	5	Partially cloudy	0.5
Stuyvesant Heights	JFK Airport	5	Rain, Partially cloudy	0.0
Stuyvesant Heights	JFK Airport	6	Clear	0.4
Stuyvesant Heights	JFK Airport	6	Overcast	0.0
Stuyvesant Heights	JFK Airport	6	Partially cloudy	0.5
Stuyvesant Heights	JFK Airport	7	Clear	0.5
Stuyvesant Heights	JFK Airport	8	Clear	0.0
Stuyvesant Heights	JFK Airport	8	Partially cloudy	0.0
Stuyvesant Heights	JFK Airport	8	Rain, Partially cloudy	0.0
Stuyvesant Heights	JFK Airport	9	Overcast	0.0
Stuyvesant Heights	JFK Airport	10	Clear	0.0
Stuyvesant Heights	JFK Airport	10	Partially cloudy	0.0
Stuyvesant Heights	JFK Airport	11	Partially cloudy	0.5
Stuyvesant Heights	JFK Airport	12	Clear	0.0
Stuyvesant Heights	JFK Airport	12	Partially cloudy	0.3333333333333333
Stuyvesant Heights	JFK Airport	13	Clear	0.0
Stuyvesant Heights	JFK Airport	15	Overcast	0.0
Stuyvesant Heights	JFK Airport	15	Partially cloudy	0.4
Stuyvesant Heights	JFK Airport	15	Rain, Overcast	0.0
Stuyvesant Heights	JFK Airport	15	Rain, Partially cloudy	0.0
Stuyvesant Heights	JFK Airport	16	Clear	0.0
Stuyvesant Heights	JFK Airport	16	Partially cloudy	0.5
Stuyvesant Heights	JFK Airport	16	Rain, Overcast	0.0
Stuyvesant Heights	JFK Airport	19	Partially cloudy	0.0
Stuyvesant Heights	JFK Airport	20	Clear	0.0
Stuyvesant Heights	JFK Airport	20	Overcast	0.0
Stuyvesant Heights	JFK Airport	20	Partially cloudy	0.5
Stuyvesant Heights	JFK Airport	20	Rain	0.0
Stuyvesant Heights	JFK Airport	21	Clear	0.5
Stuyvesant Heights	JFK Airport	22	Clear	0.0
Stuyvesant Heights	LaGuardia Airport	4	Overcast	0.0
Stuyvesant Heights	LaGuardia Airport	4	Partially cloudy	0.4
Stuyvesant Heights	LaGuardia Airport	4	Rain, Partially cloudy	0.0
Stuyvesant Heights	LaGuardia Airport	4	Snow, Overcast	0.0
Stuyvesant Heights	LaGuardia Airport	5	Partially cloudy	0.0
Stuyvesant Heights	LaGuardia Airport	6	Clear	0.3333333333333333
Stuyvesant Heights	LaGuardia Airport	6	Overcast	0.0
Stuyvesant Heights	LaGuardia Airport	6	Partially cloudy	0.0
Stuyvesant Heights	LaGuardia Airport	7	Clear	0.5
Stuyvesant Heights	LaGuardia Airport	8	Clear	0.0
Stuyvesant Heights	LaGuardia Airport	8	Partially cloudy	0.0
Stuyvesant Heights	LaGuardia Airport	9	Clear	0.0
Stuyvesant Heights	LaGuardia Airport	9	Partially cloudy	0.0
Stuyvesant Heights	LaGuardia Airport	9	Rain, Partially cloudy	0.0
Stuyvesant Heights	LaGuardia Airport	10	Partially cloudy	0.0
Stuyvesant Heights	LaGuardia Airport	11	Clear	0.0
Stuyvesant Heights	LaGuardia Airport	12	Clear	0.5
Stuyvesant Heights	LaGuardia Airport	12	Partially cloudy	0.5
Stuyvesant Heights	LaGuardia Airport	13	Partially cloudy	0.0
Stuyvesant Heights	LaGuardia Airport	17	Clear	0.0
Stuyvesant Heights	LaGuardia Airport	17	Rain, Overcast	0.0
Stuyvesant Heights	LaGuardia Airport	18	Partially cloudy	0.5
Stuyvesant Heights	LaGuardia Airport	18	Rain, Partially cloudy	0.0
Stuyvesant Heights	LaGuardia Airport	20	Clear	0.0
Stuyvesant Heights	Newark Airport	12	Partially cloudy	0.0
Stuyvesant Heights	Newark Airport	14	Rain, Partially cloudy	0.0
Stuyvesant Heights	Newark Airport	15	Clear	0.0
Sunnyside	JFK Airport	0	Clear	0.5
Sunnyside	JFK Airport	0	Partially cloudy	0.3333333333333333
Sunnyside	JFK Airport	1	Clear	0.5
Sunnyside	JFK Airport	1	Overcast	0.0
Sunnyside	JFK Airport	1	Partially cloudy	0.5
Sunnyside	JFK Airport	1	Rain, Partially cloudy	0.0
Sunnyside	JFK Airport	2	Clear	0.3333333333333333
Sunnyside	JFK Airport	2	Partially cloudy	0.4
Sunnyside	JFK Airport	2	Rain, Overcast	0.5
Sunnyside	JFK Airport	2	Rain, Partially cloudy	0.5
Sunnyside	JFK Airport	2	Snow, Partially cloudy	0.0
Sunnyside	JFK Airport	3	Clear	0.5
Sunnyside	JFK Airport	3	Overcast	0.5
Sunnyside	JFK Airport	3	Partially cloudy	0.47058823529411764
Sunnyside	JFK Airport	3	Rain, Overcast	0.5
Sunnyside	JFK Airport	3	Rain, Partially cloudy	0.0
Sunnyside	JFK Airport	4	Clear	0.5
Sunnyside	JFK Airport	4	Overcast	0.5
Sunnyside	JFK Airport	4	Partially cloudy	0.5
Sunnyside	JFK Airport	4	Rain, Overcast	0.5
Sunnyside	JFK Airport	4	Rain, Partially cloudy	0.5
Sunnyside	JFK Airport	4	Snow, Overcast	0.5
Sunnyside	JFK Airport	4	Snow, Partially cloudy	0.0
Sunnyside	JFK Airport	5	Clear	0.494949494949495
Sunnyside	JFK Airport	5	Overcast	0.5
Sunnyside	JFK Airport	5	Partially cloudy	0.49411764705882355
Sunnyside	JFK Airport	5	Rain, Overcast	0.4444444444444444
Sunnyside	JFK Airport	5	Rain, Partially cloudy	0.4444444444444444
Sunnyside	JFK Airport	5	Snow, Overcast	0.3333333333333333
Sunnyside	JFK Airport	5	Snow, Partially cloudy	0.5
Sunnyside	JFK Airport	6	Clear	0.5
Sunnyside	JFK Airport	6	Overcast	0.47619047619047616
Sunnyside	JFK Airport	6	Partially cloudy	0.5
Sunnyside	JFK Airport	6	Rain, Overcast	0.45454545454545453
Sunnyside	JFK Airport	6	Rain, Partially cloudy	0.5
Sunnyside	JFK Airport	6	Snow, Partially cloudy	0.0
Sunnyside	JFK Airport	7	Clear	0.5
Sunnyside	JFK Airport	7	Overcast	0.47058823529411764
Sunnyside	JFK Airport	7	Partially cloudy	0.48936170212765956
Sunnyside	JFK Airport	7	Rain, Overcast	0.5
Sunnyside	JFK Airport	7	Rain, Partially cloudy	0.4
Sunnyside	JFK Airport	8	Clear	0.48936170212765956
Sunnyside	JFK Airport	8	Overcast	0.42857142857142855
Sunnyside	JFK Airport	8	Partially cloudy	0.4888888888888889
Sunnyside	JFK Airport	8	Rain, Overcast	0.5
Sunnyside	JFK Airport	8	Rain, Partially cloudy	0.0
Sunnyside	JFK Airport	8	Snow, Partially cloudy	0.0
